Accuracy,AUC-ROC,Precision,Recall,F1-score,TOP-2 Accuracy,TOP-3 Accuracy,TOP-5 Accuracy,TOP-7 Accuracy,TOP-9 Accuracy,TOP-15 Accuracy,TOP-30 Accuracy
0.8612034837688044,0.9314276848978386,0.6167595228123228,0.6740399034362634,0.6337467788487593,0.8855106888361045,0.8935075217735551,0.9007917656373713,0.9067300079176563,0.9074425969912906,0.9158353127474268,0.9737925574030087
0.8737133808392715,0.9446759637190857,0.6328751555226155,0.7043255529064427,0.6598304340613749,0.8950118764845606,0.9016627078384798,0.906492478226445,0.9083927157561362,0.9089469517022961,0.9280285035629454,0.9806809184481393
0.8827395091053049,0.951464143709943,0.6397933251847507,0.7119991950434316,0.6668736739120985,0.8983372921615201,0.9027711797307997,0.9068091844813935,0.9083135391923991,0.9092636579572446,0.9356294536817102,0.9840855106888361
0.9063341250989707,0.9498782570805527,0.6834956864086867,0.7421902710254581,0.7077914580138569,0.9205067300079176,0.9255740300870943,0.9291369754552652,0.9342042755344419,0.9397466349960412,0.9482185273159145,0.9946951702296121
0.9237529691211401,0.9605060285541048,0.7435473858142526,0.7815961518165765,0.7597199736814035,0.9405384006334125,0.9444972288202692,0.9475059382422802,0.9508313539192399,0.9570863024544735,0.9665083135391924,0.9971496437054632
0.947347585114806,0.9896025024805363,0.851189083058031,0.8780346833913568,0.8607575254976172,0.9630245447347585,0.9671417260490894,0.9709422011084718,0.9752177355502771,0.9817893903404592,0.9972288202692003,0.9996832937450515
0.9760095011876485,0.9997337870039952,0.9646561372245528,0.9717669459234172,0.9672220657379725,0.9903404592240697,0.9946159936658749,0.9966745843230403,0.9973871733966746,0.9984164687252574,0.998812351543943,0.9997624703087886
0.9764845605700713,0.9996353875476996,0.9741763902950491,0.965713148720732,0.9686616957393148,0.9920823436262867,0.9957244655581948,0.9973079968329375,0.9982581155977831,0.9986539984164687,0.9992082343626286,0.9997624703087886
0.9825019794140935,0.9997743739257217,0.9769345490906449,0.9795492309435684,0.9776051604547156,0.9935075217735551,0.9965162311955661,0.9977830562153602,0.9984164687252574,0.9985748218527316,0.9992082343626286,0.9998416468725257
0.9831353919239905,0.9997697708930402,0.9780422381019637,0.9802024593950781,0.97843959328118,0.9935866983372922,0.9967537608867775,0.9983372921615202,0.9985748218527316,0.9987331749802059,0.9991290577988915,0.9998416468725257
